Seat;Full Name;Title;Start Year;End Year;Profession;VIAF id;VIAF URL;Wikipedia URL;Full Name Wikipage;Notes
16;Armand-Emmanuel de Vignerot du Plessis;Duc de Richelieu;1816;1822;politician;56652282;http://viaf.org/viaf/56652282;http://en.wikipedia.org/wiki/Armand-Emmanuel_de_Vignerot_du_Plessis,_Duc_de_Richelieu;Armand-Emmanuel_de_Vignerot_du_Plessis,_Duc_de_Richelieu;
16;Bon-Joseph Dacier;;1822;1833;philologist;51723114;http://viaf.org/viaf/51723114;http://en.wikipedia.org/wiki/Bon-Joseph_Dacier;Bon-Joseph_Dacier;
16;Pierre Franois Tissot;;1833;1854;poet and historian;73901929;http://viaf.org/viaf/73901929;http://en.wikipedia.org/wiki/Pierre_Fran%C3%A7ois_Tissot;Pierre_Franois_Tissot;
16;FŽlix Dupanloup;;1854;1878;ecclesiastic;27102015;http://viaf.org/viaf/27102015;http://en.wikipedia.org/wiki/F%C3%A9lix_Dupanloup;FŽlix_Dupanloup;
16;Gaston Audiffret-Pasquier;;1878;1905;politician;44478095;http://viaf.org/viaf/44478095;http://en.wikipedia.org/wiki/Gaston_Audiffret-Pasquier;Gaston_Audiffret-Pasquier;
16;Alexandre Ribot;;1906;1923;politician, lawyer, magistrate and jurist;384316;http://viaf.org/viaf/384316;http://en.wikipedia.org/wiki/Alexandre_Ribot;Alexandre_Ribot;
16;Henri-Robert;;1923;1936;lawyer and historian;;;http://en.wikipedia.org/wiki/Henri-Robert;Henri-Robert;
16;Charles Maurras;;1938;;, journalist, politician, essayist and poet;14654;http://viaf.org/viaf/14654;http://en.wikipedia.org/wiki/Charles_Maurras;Charles_Maurras;"Not excluded,but seat ""declared vacant"" for Vichy collaboration in 1945"
16;Antoine de LŽvis Mirepoix;;1953;1981;novelist, historian and essayist;98022054;http://viaf.org/viaf/98022054;http://en.wikipedia.org/wiki/Antoine_de_L%C3%A9vis_Mirepoix;Antoine_de_LŽvis_Mirepoix;
16;LŽopold SŽdar Senghor;;1983;2001;head of state (Senegal), politician, poet and essayist;110151491;http://viaf.org/viaf/110151491;http://en.wikipedia.org/wiki/L%C3%A9opold_S%C3%A9dar_Senghor;LŽopold_SŽdar_Senghor;
16;ValŽry Giscard d'Estaing;;2003;;former president of France;89736626;http://viaf.org/viaf/89736626;http://en.wikipedia.org/wiki/Val%C3%A9ry_Giscard_d%27Estaing;ValŽry_Giscard_d'Estaing;
17;Franois de Cauvigny de Colomby;;1634;1649;poet;14808958;http://viaf.org/viaf/14808958;http://en.wikipedia.org/wiki/Fran%C3%A7ois_de_Cauvigny_de_Colomby;Franois_de_Cauvigny_de_Colomby;
17;Franois Tristan l'Hermite;;1649;1655;playwright and poet;;;http://en.wikipedia.org/wiki/Fran%C3%A7ois_Tristan_l%27Hermite;Franois_Tristan_l'Hermite;
17;Hippolyte-Jules Pilet de La Mesnardire;;1655;1663;critic, poet and historian;64047522;http://viaf.org/viaf/64047522;http://en.wikipedia.org/wiki/Hippolyte-Jules_Pilet_de_La_Mesnardi%C3%A8re;Hippolyte-Jules_Pilet_de_La_Mesnardire;
17;Franois de Beauvilliers;1st duc de Saint-Aignan;1663;1687;soldier;;;http://en.wikipedia.org/wiki/Fran%C3%A7ois_de_Beauvilliers,_1st_duc_de_Saint-Aignan;Franois_de_Beauvilliers,_1st_duc_de_Saint-Aignan;
17;Franois-TimolŽon de Choisy;;1687;1724;ecclesiastic;95171691;http://viaf.org/viaf/95171691;http://en.wikipedia.org/wiki/Fran%C3%A7ois-Timol%C3%A9on_de_Choisy;Franois-TimolŽon_de_Choisy;
17;Antoine Portail;;1724;1736;politician;14761151;http://viaf.org/viaf/14761151;http://en.wikipedia.org/wiki/Antoine_Portail;Antoine_Portail;
17;Pierre-Claude Nivelle de La ChaussŽe;;1736;1754;playwright;76318065;http://viaf.org/viaf/76318065;http://en.wikipedia.org/wiki/Pierre-Claude_Nivelle_de_La_Chauss%C3%A9e;Pierre-Claude_Nivelle_de_La_ChaussŽe;
17;Jean-Pierre de Bougainville;;1754;1763;historian;121829222;http://viaf.org/viaf/121829222;http://en.wikipedia.org/wiki/Jean-Pierre_de_Bougainville;Jean-Pierre_de_Bougainville;
17;Jean-Franois Marmontel;;1763;1793;philosopher and essayist;7393886;http://viaf.org/viaf/7393886;http://en.wikipedia.org/wiki/Jean-Fran%C3%A7ois_Marmontel;Jean-Franois_Marmontel;
17;Louis-Marcelin de Fontanes;;1803;1821;politician, poet and journalist;54197836;http://viaf.org/viaf/54197836;http://en.wikipedia.org/wiki/Louis-Marcelin_de_Fontanes;Louis-Marcelin_de_Fontanes;
17;Abel-Franois Villemain;;1821;1870;politician and literary critic;49232712;http://viaf.org/viaf/49232712;http://en.wikipedia.org/wiki/Abel-Fran%C3%A7ois_Villemain;Abel-Franois_Villemain;
17;ƒmile LittrŽ;;1871;1881;philologist and philosopher;49228291;http://viaf.org/viaf/49228291;http://en.wikipedia.org/wiki/%C3%89mile_Littr%C3%A9;ƒmile_LittrŽ;
17;Louis Pasteur;;1881;1895;chemist;54152415;http://viaf.org/viaf/54152415;http://en.wikipedia.org/wiki/Louis_Pasteur;Louis_Pasteur;
17;Gaston Paris;;1896;1903;philologist and literary historian;39382261;http://viaf.org/viaf/39382261;http://en.wikipedia.org/wiki/Gaston_Paris;Gaston_Paris;
17;FrŽdŽric Masson;;1903;1923;historian;39411069;http://viaf.org/viaf/39411069;http://en.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Masson;FrŽdŽric_Masson;
17;Georges Lecomte;;1924;1958;novelist, essayist, art critic and historian;69054883;http://viaf.org/viaf/69054883;http://en.wikipedia.org/wiki/Georges_Lecomte;Georges_Lecomte;
17;Jean Delay;;1959;1987;psychiatrist, essayist and novelist;39749371;http://viaf.org/viaf/39749371;http://en.wikipedia.org/wiki/Jean_Delay;Jean_Delay;
17;Jacques Cousteau;;1988;1997;oceanographer, film-maker and essayist;73851811;http://viaf.org/viaf/73851811;http://en.wikipedia.org/wiki/Jacques_Cousteau;Jacques_Cousteau;
17;ƒrik Orsenna;;1998;;politician and novelist;44303251;http://viaf.org/viaf/44303251;http://en.wikipedia.org/wiki/%C3%89rik_Orsenna;ƒrik_Orsenna;
18;Jean Baudoin;;1634;1650;translator;;;http://en.wikipedia.org/wiki/Jean_Baudoin_(translator);Jean_Baudoin_(translator);
18;Franois Charpentier;;1650;1702;novelist;29562037;http://viaf.org/viaf/29562037;http://en.wikipedia.org/wiki/Fran%C3%A7ois_Charpentier;Franois_Charpentier;
18;Jean-Franois de Chamillart;;1702;1714;ecclesiastic;61535885;http://viaf.org/viaf/61535885;http://en.wikipedia.org/wiki/Jean-Fran%C3%A7ois_de_Chamillart;Jean-Franois_de_Chamillart;
18;Claude Louis Hector de Villars;;1714;1734;politician and soldier;76402320;http://viaf.org/viaf/76402320;http://en.wikipedia.org/wiki/Claude_Louis_Hector_de_Villars;Claude_Louis_Hector_de_Villars;
18;HonorŽ Armand de Villars;;1734;1770;politician;44290082;http://viaf.org/viaf/44290082;li><a href=/wiki/Honor%C3%A9_Armand_de_Villars;HonorŽ_Armand_de_Villars;
18;ƒtienne Charles de LomŽnie de Brienne;;1770;1794;ecclesiastic, politician and philosopher;14840263;http://viaf.org/viaf/14840263;http://en.wikipedia.org/wiki/%C3%89tienne_Charles_de_Lom%C3%A9nie_de_Brienne;ƒtienne_Charles_de_LomŽnie_de_Brienne;
18;Jean-GŽrard LacuŽe;count of Cessac;1803;1841;politician;49330790;http://viaf.org/viaf/49330790;http://en.wikipedia.org/wiki/Jean-G%C3%A9rard_Lacu%C3%A9e,_count_of_Cessac;Jean-GŽrard_LacuŽe,_count_of_Cessac;
18;Alexis de Tocqueville;;1841;1859;politician;66474207;http://viaf.org/viaf/66474207;http://en.wikipedia.org/wiki/Alexis_de_Tocqueville;Alexis_de_Tocqueville;
18;Jean-Baptiste Henri Lacordaire;;1860;1861;ecclesiastic;95150067;http://viaf.org/viaf/95150067;http://en.wikipedia.org/wiki/Jean-Baptiste_Henri_Lacordaire;Jean-Baptiste_Henri_Lacordaire;
18;Albert;4th duc de Broglie;1862;1901;politician, diplomat and historian;100160436;http://viaf.org/viaf/100160436;http://en.wikipedia.org/wiki/Albert,_4th_duc_de_Broglie;Albert,_4th_duc_de_Broglie;
18;Charles-Jean-Melchior de VogŸŽ;;1901;1916;archaeologist and historian;;;http://en.wikipedia.org/wiki/Charles-Jean-Melchior_de_Vog%C3%BC%C3%A9;Charles-Jean-Melchior_de_VogŸŽ;
18;Ferdinand Foch;;1918;1929;soldier;7428843;http://viaf.org/viaf/7428843;http://en.wikipedia.org/wiki/Ferdinand_Foch;Ferdinand_Foch;
18;Philippe PŽtain;;1929;1945;soldier;95295727;http://viaf.org/viaf/95295727;http://en.wikipedia.org/wiki/Philippe_P%C3%A9tain;Philippe_PŽtain;"Expelled from the Academy after trial; in 1945-1952 the seat was vacant"
18;AndrŽ Franois-Poncet;;1952;1978;politician and diplomat;29533980;http://viaf.org/viaf/29533980;http://en.wikipedia.org/wiki/Andr%C3%A9_Fran%C3%A7ois-Poncet;AndrŽ_Franois-Poncet;
18;Edgar Faure;;1978;1988;politician and historian;31996150;http://viaf.org/viaf/31996150;http://en.wikipedia.org/wiki/Edgar_Faure;Edgar_Faure;
18;Michel Serres;;1990;;philosopher;76322799;http://viaf.org/viaf/76322799;http://en.wikipedia.org/wiki/Michel_Serres;Michel_Serres;
19;Franois de Porchres d'Arbaud;;1634;1640;poet;22133165;http://viaf.org/viaf/22133165;http://en.wikipedia.org/wiki/Fran%C3%A7ois_de_Porch%C3%A8res_d%27Arbaud;Franois_de_Porchres_d'Arbaud;
19;Olivier Patru;;1640;1681;lawyer;7495456;http://viaf.org/viaf/7495456;http://en.wikipedia.org/wiki/Olivier_Patru;Olivier_Patru;
19;Nicolas Potier de Novion;;1681;1693;magistrate;74017647;http://viaf.org/viaf/74017647;http://en.wikipedia.org/wiki/Nicolas_Potier_de_Novion;Nicolas_Potier_de_Novion;
19;Philippe Goibaud-Dubois;;1693;1694;translator;17261721;http://viaf.org/viaf/17261721;http://en.wikipedia.org/wiki/Philippe_Goibaud-Dubois;Philippe_Goibaud-Dubois;
19;Charles Boileau;;1694;1704;ecclesiastic;66457810;http://viaf.org/viaf/66457810;http://en.wikipedia.org/wiki/Charles_Boileau;Charles_Boileau;
19;Gaspard Abeille;;1704;1718;ecclesiastic;71416066;http://viaf.org/viaf/71416066;http://en.wikipedia.org/wiki/Gaspard_Abeille;Gaspard_Abeille;
19;Nicolas-Hubert de Mongault;;1718;1746;ecclesiastic;17435025;http://viaf.org/viaf/17435025;http://en.wikipedia.org/wiki/Nicolas-Hubert_de_Mongault;Nicolas-Hubert_de_Mongault;
19;Charles Pinot Duclos;;1746;1772;grammarian and historian;24600868;http://viaf.org/viaf/24600868;http://en.wikipedia.org/wiki/Charles_Pinot_Duclos;Charles_Pinot_Duclos;
19;Nicolas BeauzŽe;;1772;1789;grammarian;54157180;http://viaf.org/viaf/54157180;http://en.wikipedia.org/wiki/Nicolas_Beauz%C3%A9e;Nicolas_BeauzŽe;
19;Jean-Jacques BarthŽlemy;;1789;1795;ecclesiastic;19710661;http://viaf.org/viaf/19710661;http://en.wikipedia.org/wiki/Jean-Jacques_Barth%C3%A9lemy;Jean-Jacques_BarthŽlemy;
19;Joseph ChŽnier;;1803;1811;poet and playwright;22139971;http://viaf.org/viaf/22139971;http://en.wikipedia.org/wiki/Joseph_Ch%C3%A9nier;Joseph_ChŽnier;
19;Franois-RenŽ de Chateaubriand;;1811;1848;politician, poet and novelist;7388218;http://viaf.org/viaf/7388218;http://en.wikipedia.org/wiki/Fran%C3%A7ois-Ren%C3%A9_de_Chateaubriand;Franois-RenŽ_de_Chateaubriand;
19;Paul;6th duc de Noailles;1849;1885;historian;34447067;http://viaf.org/viaf/34447067;http://en.wikipedia.org/wiki/Paul,_6th_duc_de_Noailles;Paul,_6th_duc_de_Noailles;
19;ƒdouard HervŽ;;1886;1899;politician;59863809;http://viaf.org/viaf/59863809;http://en.wikipedia.org/wiki/%C3%89douard_Herv%C3%A9;ƒdouard_HervŽ;
19;Paul Deschanel;;1899;1922;politician;39444436;http://viaf.org/viaf/39444436;http://en.wikipedia.org/wiki/Paul_Deschanel;Paul_Deschanel;
19;Auguste Jonnart;;1923;1927;politician, senior bureaucrat and diplomat;9955560;http://viaf.org/viaf/9955560;http://en.wikipedia.org/wiki/Charles_Jonnart;Charles_Jonnart;
19;Maurice PalŽologue;;1928;1944;diplomat and historian;76423452;http://viaf.org/viaf/76423452;http://en.wikipedia.org/wiki/Maurice_Pal%C3%A9ologue;Maurice_PalŽologue;
19;Charles de Chambrun;;1946;1952;diplomat;60406410;http://viaf.org/viaf/60406410;http://en.wikipedia.org/wiki/Charles_de_Chambrun_(1875%E2%80%931952);Charles_de_Chambrun_(1875Ð1952);
19;Fernand Gregh;;1953;1960;poet, literary critic and historian;64049900;http://viaf.org/viaf/64049900;http://en.wikipedia.org/wiki/Fernand_Gregh;Fernand_Gregh;
19;RenŽ Clair;;1960;1981;film director and novelist;108964012;http://viaf.org/viaf/108964012;http://en.wikipedia.org/wiki/Ren%C3%A9_Clair;RenŽ_Clair;
19;Pierre Moinot;;1982;2007;senior bureaucrat and novelist;85471836;http://viaf.org/viaf/85471836;http://en.wikipedia.org/wiki/Pierre_Moinot;Pierre_Moinot;
19;Jean-Loup Dabadie;;2008;;journalist, lyricist and screenwriter;51874900;http://viaf.org/viaf/51874900;http://en.wikipedia.org/wiki/Jean-Loup_Dabadie;Jean-Loup_Dabadie;
20;Paul Hay du Chastelet;;1634;1636;lawyer;17249738;http://viaf.org/viaf/17249738;http://en.wikipedia.org/wiki/Paul_Hay_du_Chastelet;Paul_Hay_du_Chastelet;
20;Nicolas Perrot d'Ablancourt;;1637;1664;translator;99353902;http://viaf.org/viaf/99353902;http://en.wikipedia.org/wiki/Nicolas_Perrot_d%27Ablancourt;Nicolas_Perrot_d'Ablancourt;
20;Roger de Rabutin;Comte de Bussy;1665;1693;novelist;44310327;http://viaf.org/viaf/44310327;http://en.wikipedia.org/wiki/Roger_de_Rabutin,_Comte_de_Bussy;Roger_de_Rabutin,_Comte_de_Bussy;
20;Jean-Paul Bignon;;1693;1743;ecclesiastic;29581678;http://viaf.org/viaf/29581678;http://en.wikipedia.org/wiki/Jean-Paul_Bignon;Jean-Paul_Bignon;
20;Armand-JŽr™me Bignon;;1743;1772;politician;;;http://en.wikipedia.org/wiki/Armand-J%C3%A9r%C3%B4me_Bignon;Armand-JŽr™me_Bignon;
20;Louis-Georges de BrŽquigny;;1772;1795;historian;7476844;http://viaf.org/viaf/7476844;http://en.wikipedia.org/wiki/Louis-Georges_de_Br%C3%A9quigny;Louis-Georges_de_BrŽquigny;
20;Ponce Denis ƒcouchard Lebrun;;1803;1807;poet;9857083;http://viaf.org/viaf/9857083;http://en.wikipedia.org/wiki/Ponce_Denis_%C3%89couchard_Lebrun;Ponce_Denis_ƒcouchard_Lebrun;
20;Franois Juste Marie Raynouard;;1807;1836;lawyer, poet and playwright;59088344;http://viaf.org/viaf/59088344;http://en.wikipedia.org/wiki/Fran%C3%A7ois_Juste_Marie_Raynouard;Franois_Juste_Marie_Raynouard;
20;Franois Mignet;;1836;1884;historian;12385832;http://viaf.org/viaf/12385832;http://en.wikipedia.org/wiki/Fran%C3%A7ois_Mignet;Franois_Mignet;
20;Victor Duruy;;1884;1894;politician and historian;66562025;http://viaf.org/viaf/66562025;http://en.wikipedia.org/wiki/Victor_Duruy;Victor_Duruy;
20;Jules Lema”tre;;1895;1914;playwright and critic;56625290;http://viaf.org/viaf/56625290;http://en.wikipedia.org/wiki/Jules_Lema%C3%AEtre;Jules_Lema”tre;
20;Henry Bordeaux;;1919;1963;lawyer and novelist;59079310;http://viaf.org/viaf/59079310;http://en.wikipedia.org/wiki/Henry_Bordeaux;Henry_Bordeaux;
20;Thierry Maulnier;;1964;1988;journalist and playwright;111076827;http://viaf.org/viaf/111076827;http://en.wikipedia.org/wiki/Thierry_Maulnier;Thierry_Maulnier;
20;JosŽ Cabanis;;1990;2000;magistrate and novelist;108660093;http://viaf.org/viaf/108660093;http://en.wikipedia.org/wiki/Jos%C3%A9_Cabanis;JosŽ_Cabanis;
20;Angelo Rinaldi;;2001;;writer;27070842;http://viaf.org/viaf/27070842;http://en.wikipedia.org/wiki/Angelo_Rinaldi;Angelo_Rinaldi;
21;Marin le Roy de Gomberville;;1634;1674;novelist;73960433;http://viaf.org/viaf/73960433;http://en.wikipedia.org/wiki/Marin_le_Roy_de_Gomberville;Marin_le_Roy_de_Gomberville;
21;Pierre Daniel Huet;;1674;1721;ecclesiastic;4972902;http://viaf.org/viaf/4972902;http://en.wikipedia.org/wiki/Pierre_Daniel_Huet;Pierre_Daniel_Huet;
21;Jean Boivin le Cadet;;1721;1726;professor;;;http://en.wikipedia.org/wiki/Jean_Boivin_the_Younger;Jean_Boivin_the_Younger;
21;Paul-Hippolyte de Beauvilliers;duke of Saint-Aignan;1726;1776;politician;81857;http://viaf.org/viaf/81857;http://en.wikipedia.org/wiki/Paul-Hippolyte_de_Beauvilliers,_duke_of_Saint-Aignan;Paul-Hippolyte_de_Beauvilliers,_duke_of_Saint-Aignan;
21;Charles-Pierre Colardeau;;1776;;poet and playwright;22140197;http://viaf.org/viaf/22140197;http://en.wikipedia.org/wiki/Charles-Pierre_Colardeau;Charles-Pierre_Colardeau;
21;Jean-Franois de La Harpe;;1776;1793;poet, playwright and critic;13119;http://viaf.org/viaf/13119;http://en.wikipedia.org/wiki/Jean-Fran%C3%A7ois_de_La_Harpe;Jean-Franois_de_La_Harpe;
21;Pierre Louis de Lacretelle;;1803;1824;lawyer;2580413;http://viaf.org/viaf/2580413;http://en.wikipedia.org/wiki/Pierre_Louis_de_Lacretelle;Pierre_Louis_de_Lacretelle;
21;Joseph Droz;;1824;1850;philosopher and historian;17329163;http://viaf.org/viaf/17329163;http://en.wikipedia.org/wiki/Joseph_Droz;Joseph_Droz;
21;Charles Forbes RenŽ de Montalembert;;1851;1870;philosopher;9867710;http://viaf.org/viaf/9867710;http://en.wikipedia.org/wiki/Charles_Forbes_Ren%C3%A9_de_Montalembert;Charles_Forbes_RenŽ_de_Montalembert;
21;Henri d'Orleans;duke of Aumale;1871;1897;soldier, politician and historian;;;http://en.wikipedia.org/wiki/Henri_d%27Orleans,_duke_of_Aumale;Henri_d'Orleans,_duke_of_Aumale;
21;Jean-Baptiste Claude Eugne Guillaume;;1898;1905;sculptor;32141025;http://viaf.org/viaf/32141025;http://en.wikipedia.org/wiki/Jean-Baptiste_Claude_Eug%C3%A8ne_Guillaume;Jean-Baptiste_Claude_Eugne_Guillaume;
21;ƒtienne Lamy;;1905;1919;essayist, politician and lawyer;3496418;http://viaf.org/viaf/3496418;http://en.wikipedia.org/wiki/%C3%89tienne_Lamy;ƒtienne_Lamy;
21;AndrŽ Chevrillon;;1920;1957;essayist and literary historian and critic;44296848;http://viaf.org/viaf/44296848;http://en.wikipedia.org/wiki/Andr%C3%A9_Chevrillon;AndrŽ_Chevrillon;
21;Marcel Achard;;1959;1974;playwright and journalist;64013553;http://viaf.org/viaf/64013553;http://en.wikipedia.org/wiki/Marcel_Achard;Marcel_Achard;
21;FŽlicien Marceau;;1975;2012;playwright, novelist and essayist;56613421;http://viaf.org/viaf/56613421;http://en.wikipedia.org/wiki/F%C3%A9licien_Marceau;FŽlicien_Marceau;
22;Antoine Girard de Saint-Amant;;1634;1661;poet;56616015;http://viaf.org/viaf/56616015;http://en.wikipedia.org/wiki/Antoine_Girard_de_Saint-Amant;Antoine_Girard_de_Saint-Amant;
22;Jacques Cassagne;;1662;1679;ecclesiastic and poet;96513147;http://viaf.org/viaf/96513147;http://en.wikipedia.org/wiki/Jacques_Cassagne;Jacques_Cassagne;
22;Louis de Verjus;;1679;1709;politician;68919503;http://viaf.org/viaf/68919503;http://en.wikipedia.org/wiki/Louis_de_Verjus;Louis_de_Verjus;
22;Jean-Antoine de Mesmes;;1710;1723;magistrate;36909817;http://viaf.org/viaf/36909817;http://en.wikipedia.org/wiki/Jean-Antoine_de_Mesmes;Jean-Antoine_de_Mesmes;
22;Pierre-Joseph Alary;;1723;1770;ecclesiastic;59299094;http://viaf.org/viaf/59299094;http://en.wikipedia.org/wiki/Pierre-Joseph_Alary;Pierre-Joseph_Alary;
22;Gabriel-Henri Gaillard;;1771;1806;ecclesiastic, historian, grammarian and journalist;2605647;http://viaf.org/viaf/2605647;http://en.wikipedia.org/wiki/Gabriel-Henri_Gaillard;Gabriel-Henri_Gaillard;
22;Louis Philippe;comte de SŽgur;1806;1830;diplomat, historian, poet and playwright;76361034;http://viaf.org/viaf/76361034;http://en.wikipedia.org/wiki/Louis_Philippe,_comte_de_S%C3%A9gur;Louis_Philippe,_comte_de_SŽgur;
22;Jean-Pons-Guillaume Viennet;;1830;1868;politician, poet and playwright;17320004;http://viaf.org/viaf/17320004;http://en.wikipedia.org/wiki/Jean-Pons-Guillaume_Viennet;Jean-Pons-Guillaume_Viennet;
22;Joseph d'Haussonville;;1869;1884;politician and diplomat;34572114;http://viaf.org/viaf/34572114;http://en.wikipedia.org/wiki/Joseph_d%27Haussonville;Joseph_d'Haussonville;
22;Ludovic HalŽvy;;1884;1908;playwright, librettist and novelist;64006915;http://viaf.org/viaf/64006915;http://en.wikipedia.org/wiki/Ludovic_Hal%C3%A9vy;Ludovic_HalŽvy;
22;Eugne Brieux;;1909;1932;playwright;61576952;http://viaf.org/viaf/61576952;http://en.wikipedia.org/wiki/Eug%C3%A8ne_Brieux;Eugne_Brieux;
22;Franois Mauriac;;1933;1970;writer, essayist and literary critic;9850407;http://viaf.org/viaf/9850407;http://en.wikipedia.org/wiki/Fran%C3%A7ois_Mauriac;Franois_Mauriac;
22;Julien Green;;1971;1998;novelist and playwright;68929857;http://viaf.org/viaf/68929857;http://en.wikipedia.org/wiki/Julien_Green;Julien_Green;
22;RenŽ de Obaldia;;1999;;playwright and poet;15357;http://viaf.org/viaf/15357;http://en.wikipedia.org/wiki/Ren%C3%A9_de_Obaldia;RenŽ_de_Obaldia;
23;Guillaume Colletet;;1634;1659;lawyer and playwright;3269517;http://viaf.org/viaf/3269517;http://en.wikipedia.org/wiki/Guillaume_Colletet;Guillaume_Colletet;
23;Gilles Boileau;;1659;1669;poet;59130318;http://viaf.org/viaf/59130318;http://en.wikipedia.org/wiki/Gilles_Boileau;Gilles_Boileau;
23;Jean de Montigny;;1670;1671;ecclesiastic and poet;17320487;http://viaf.org/viaf/17320487;http://en.wikipedia.org/wiki/Jean_de_Montigny;Jean_de_Montigny;
23;Charles Perrault;;1671;1703;poet;34461426;http://viaf.org/viaf/34461426;http://en.wikipedia.org/wiki/Charles_Perrault;Charles_Perrault;
23;Armand Gaston Maximilien de Rohan;;1703;1749;ecclesiastic and politician;36948547;http://viaf.org/viaf/36948547;http://en.wikipedia.org/wiki/Armand_Gaston_Maximilien_de_Rohan;Armand_Gaston_Maximilien_de_Rohan;
23;Louis-Gui de GuŽrapin de VaurŽal;;1749;1760;ecclesiastic and politician;2461450;http://viaf.org/viaf/2461450;http://en.wikipedia.org/wiki/Louis-Gui_de_Gu%C3%A9rapin_de_Vaur%C3%A9al;Louis-Gui_de_GuŽrapin_de_VaurŽal;
23;Charles Marie de La Condamine;;1760;1774;explorer;14772060;http://viaf.org/viaf/14772060;http://en.wikipedia.org/wiki/Charles_Marie_de_La_Condamine;Charles_Marie_de_La_Condamine;
23;Jacques Delille;;1774;1813;ecclesiastic and poet;59081234;http://viaf.org/viaf/59081234;http://en.wikipedia.org/wiki/Jacques_Delille;Jacques_Delille;
23;Franois-Nicolas-Vincent Campenon;;1813;1843;poet;39510815;http://viaf.org/viaf/39510815;http://en.wikipedia.org/wiki/Fran%C3%A7ois-Nicolas-Vincent_Campenon;Franois-Nicolas-Vincent_Campenon;
23;Marc Girardin;;1844;1873;politician and literary critic;121827;http://viaf.org/viaf/121827;http://en.wikipedia.org/wiki/Marc_Girardin;Marc_Girardin;
23;Alfred MŽzires;;1874;1915;literary historian, politician and essayist;14861984;http://viaf.org/viaf/14861984;http://en.wikipedia.org/wiki/Alfred_M%C3%A9zi%C3%A8res;Alfred_MŽzires;
23;RenŽ Boylesve;;1918;1926;novelist and poet;22159286;http://viaf.org/viaf/22159286;http://en.wikipedia.org/wiki/Ren%C3%A9_Boylesve;RenŽ_Boylesve;
23;Abel Hermant;;1927;1945;novelist, essayist and journalist;36945274;http://viaf.org/viaf/36945274;http://en.wikipedia.org/wiki/Abel_Hermant;Abel_Hermant;
23;ƒtienne Gilson;;1946;1978;philosopher;9846775;http://viaf.org/viaf/9846775;http://en.wikipedia.org/wiki/%C3%89tienne_Gilson;ƒtienne_Gilson;
23;Henri Gouhier;;1979;1994;philosopher and literary critic;91580710;http://viaf.org/viaf/91580710;http://en.wikipedia.org/wiki/Henri_Gouhier;Henri_Gouhier;
23;Pierre Rosenberg;;1995;;art historian and essayist;22148101;http://viaf.org/viaf/22148101;http://en.wikipedia.org/wiki/Pierre_Rosenberg;Pierre_Rosenberg;
24;Jean de Silhon;;1634;1667;politician;9899857;http://viaf.org/viaf/9899857;http://en.wikipedia.org/wiki/Jean_de_Silhon;Jean_de_Silhon;
24;Jean-Baptiste Colbert;;1667;1683;politician;59175183;http://viaf.org/viaf/59175183;http://en.wikipedia.org/wiki/Jean-Baptiste_Colbert;Jean-Baptiste_Colbert;
24;Jean de La Fontaine;;1684;1695;poet;31998552;http://viaf.org/viaf/31998552;http://en.wikipedia.org/wiki/Jean_de_La_Fontaine;Jean_de_La_Fontaine;
24;Jules de ClŽrambault;;1695;1714;ecclesiastic;;;http://en.wikipedia.org/wiki/Jules_de_Cl%C3%A9rambault;Jules_de_ClŽrambault;
24;Guillaume Massieu;;1714;1722;ecclesiastic;73843977;http://viaf.org/viaf/73843977;http://en.wikipedia.org/wiki/Guillaume_Massieu;Guillaume_Massieu;
24;Claude-Franois-Alexandre Houtteville;;1722;1742;ecclesiastic;76306642;http://viaf.org/viaf/76306642;http://en.wikipedia.org/wiki/Claude-Fran%C3%A7ois-Alexandre_Houtteville;Claude-Franois-Alexandre_Houtteville;
24;Pierre de Marivaux;;1742;1763;playwright and novelist;102099473;http://viaf.org/viaf/102099473;http://en.wikipedia.org/wiki/Pierre_de_Marivaux;Pierre_de_Marivaux;
24;Claude-Franois Lysarde de Radonvilliers;;1763;1789;ecclesiastic;12440282;http://viaf.org/viaf/12440282;http://en.wikipedia.org/wiki/Claude-Fran%C3%A7ois_Lysarde_de_Radonvilliers;Claude-Franois_Lysarde_de_Radonvilliers;
24;Constantin-Franois ChassebÏuf;;1803;1820;philosopher;41847810;http://viaf.org/viaf/41847810;http://en.wikipedia.org/wiki/Constantin-Fran%C3%A7ois_Chasseb%C5%93uf;Constantin-Franois_ChassebÏuf;
24;Claude-Emmanuel de Pastoret;;1820;1840;politician, lawyer and poet;;;http://en.wikipedia.org/wiki/Claude-Emmanuel_de_Pastoret;Claude-Emmanuel_de_Pastoret;
24;Louis de Beaupoil de Saint-Aulaire;;1841;1854;politician;89510202;http://viaf.org/viaf/89510202;http://en.wikipedia.org/wiki/Louis_de_Beaupoil_de_Saint-Aulaire;Louis_de_Beaupoil_de_Saint-Aulaire;
24;Victor de Broglie;;1855;1870;politician;;;http://en.wikipedia.org/wiki/Victor_de_Broglie_(1785%E2%80%931870);Victor_de_Broglie_(1785Ð1870);
24;Prosper Duvergier de Hauranne;;1870;1881;politician;32147641;http://viaf.org/viaf/32147641;http://en.wikipedia.org/wiki/Prosper_Duvergier_de_Hauranne;Prosper_Duvergier_de_Hauranne;
